years_experience_recorded,job_id
8,2
1,2
4,2
1,2
2,2
3,2
1,2
3,2
8,2
4,2
8,2
5,2
4,2
8,2
2,2
5,2
15,2
1,2
1,2
1,2
3,2
5,2
3,2
4,2
5,2
3,2
3,2
3,2
8,2
3,2
4,2
5,2
3,2
3,2
3,2
8,2
3,2
4,2
5,2
5,2
2,2
2,2
2,2
2,2
2,2
2,2
8,2
4,2
3,2
4,2
2,2
6,2
2,2
3,2
4,2
1,2
2,2
5,2
6,2
1,2
5,2
3,2
6,2
2,2
3,2
3,2
3,2
2,2
5,2
0,2
3,2
8,2
4,2
3,2
4,2
2,2
3,2
4,2
2,2
