years_experience_recorded,job_id
3,2
4,2
3,2
4,2
5,2
4,2
1,2
2,2
3,2
6,2
6,2
5,2
4,2
5,2
2,2
2,2
1,2
1,2
3,2
4,2
5,2
3,2
3,2
3,2
1,2
1,2
5,2
4,2
4,2
4,2
4,2
3,2
8,2
5,2
3,2
6,2
5,2
7,2
4,2
10,2
5,2
5,2
3,2
8,2
5,2
8,2
5,2
3,2
6,2
7,2
4,2
5,2
1,2
4,2
4,2
6,2
4,2
4,2
10,2
5,2
3,2
5,2
5,2
2,2
5,2
4,2
5,2
6,2
7,2
2,2
5,2
3,2
5,2
2,2
0,2
1,2
2,2
1,2
1,2
