years_experience_recorded,job_id
8,1
9,1
5,1
12,1
9,1
3,1
0,1
1,1
2,1
3,1
4,1
4,1
5,1
6,1
7,1
8,1
9,1
10,1
10,1
10,1
4,1
7,1
11,1
4,1
2,1
5,1
5,1
3,1
3,1
3,1
2,1
2,1
2,1
2,1
2,1
5,1
8,1
2,1
0,1
6,1
0,1
1,1
2,1
