pay_low_end,pay_high_end,job_id,state,report_year
122000,182000,2,dmv,2024
125000,145000,2,dmv,2024
76000,114000,2,dmv,2024
85800,180200,2,dmv,2024
120000,140000,2,dmv,2024
68900,124550,2,dmv,2024
140690,239140,2,dmv,2024
80000,107000,2,dmv,2024
86008,143353,2,dmv,2024
97875,163125,2,dmv,2024
60000,70000,2,dmv,2024
91628,155921,2,dmv,2024
66000,106000,2,dmv,2024
85000,108000,2,dmv,2024
66000,106000,2,dmv,2024
135000,155000,2,dmv,2024
