security_clearance,frequency,job_id,state,report_year
public-trust,0,4,dmv,2024
public-trust-clearance,0,4,dmv,2024
secret-security,0,4,dmv,2024
secret-security-clearance,0,4,dmv,2024
secret-clearance,1,4,dmv,2024
top-secret,2,4,dmv,2024
top-secret-sci,0,4,dmv,2024
ts/sci,0,4,dmv,2024
ts-sci,3,4,dmv,2024
sap,1,4,dmv,2024
q-clearance,0,4,dmv,2024
l-clearance,0,4,dmv,2024
