pay_low_end,pay_high_end,job_id
45000,70000,1
52000,62400,1
77200,152100,1
75000,130000,1
185000,245000,1
150000,240000,1
185000,245000,1
150000,240000,1
86000,138000,1
84000,161600,1
72600,127000,1
72600,127000,1
75000,130000,1
145600,166400,1
145600,166400,1
105000,150000,1
139395,181216,1
145000,170000,1
139395,181216,1
145000,170000,1
70000,120000,1
201400,229900,1
144300,260850,1
