pay_low_end,pay_high_end,job_id
75000,95000,0
65300,149000,0
64200,95000,0
30000,95000,0
52500,87500,0
80000,86000,0
62400,104000,0
52100,119000,0
60000,86000,0
110000,115000,0
135200,145600,0
95000,110000,0
170000,180000,0
50000,65000,0
