pay_low_end,pay_high_end,job_id
72200,147900,1
100000,120000,1
161000,239000,1
161000,170000,1
50000,60000,1
60300,137000,1
72200,147900,1
161000,239000,1
50000,60000,1
100000,120000,1
233000,244000,1
50000,60000,1
60300,137000,1
130000,270000,1
