pay_low_end,pay_high_end,job_id
85000,110000,0
105000,130000,0
90700,170200,0
90700,147100,0
83900,170200,0
96600,156600,0
64000,70000,0
90700,170200,0
90700,147100,0
83900,170200,0
96600,156600,0
88590,101690,0
110000,150000,0
75000,85000,0
75000,100000,0
110000,115000,0
96200,158900,0
115500,180500,0
79000,135000,0
89965,133559,0
80000,103000,0
102340,120400,0
