pay_low_end,pay_high_end,job_id
96000,114500,1
70000,120000,1
60400,137000,1
165100,188500,1
174900,199700,1
165100,188500,1
139395,181216,1
70000,120000,1
168000,200000,1
161000,239000,1
161900,184800,1
76000,236500,1
120000,145000,1
120000,145000,1
120000,300500,1
220000,231000,1
100000,215000,1
