pay_low_end,pay_high_end,job_id
175000,205000,1
130000,270000,1
139000,146000,1
70000,80000,1
150000,251000,1
100000,215000,1
101011,158550,1
59000,113500,1
82000,261500,1
150000,251000,1
76000,185000,1
248700,283800,1
74600,143700,1
175000,205000,1
