pay_low_end,pay_high_end,job_id
85000,130000,1
76848,130642,1
80000,100000,1
90000,100000,1
50000,75000,1
65000,75000,1
130000,160000,1
112000,179000,1
98600,133400,1
98000,133000,1
75157,127767,1
130000,160000,1
140690,239140,1
100000,114000,1
78800,95000,1
100000,105000,1
101000,130000,1
120000,150000,1
146000,234000,1
66100,109000,1
79400,123900,1
71000,95100,1
74400,100000,1
77700,104200,1
