pay_low_end,pay_high_end,job_id
80000,103000,0
100000,105000,0
55000,65000,0
102000,125000,0
62100,120000,0
71500,110400,0
85404,102715,0
85404,102715,0
58700,66400,0
114400,124800,0
54500,162000,0
54500,140000,0
50500,162000,0
58100,149000,0
65300,149000,0
75000,95000,0
75000,95000,0
65300,149000,0
64200,95000,0
