pay_low_end,pay_high_end,job_id
66300,127700,1
52000,62400,1
45000,70000,1
145600,166400,1
145600,166400,1
185000,245000,1
150000,240000,1
72600,127000,1
72600,127000,1
75000,130000,1
77200,152100,1
72600,127000,1
72600,127000,1
75000,130000,1
200000,250000,1
150000,180000,1
160000,250000,1
139395,181216,1
201400,229900,1
144300,260850,1
201400,229900,1
95260,118770,1
70000,120000,1
101400,183300,1
168000,200000,1
168000,200000,1
