Academic Year,LEA Number,LEA Name,School Number,School Name,Assessment,Tested Count,Level 1: Did not yet meet expectations - Count,Level 1: Did not yet meet expectations - Percent,Level 2: Partially met expectations - Count,Level 2: Partially met expectations - Percent,Level 3: Approached expectations - Count,Level 3: Approached expectations - Percent,Level 4: Met expectations - Count,Level 4: Met expectations - Percent,Level 5: Exceeded expectations - Count,Level 5: Exceeded expectations - Percent,Create Date
2017,03,Baltimore County,1307,Baltimore Highlands Elementary,Mathematics Grade 5,85,25,29.4,31,36.5,23,27.1,6,7.1,*,<= 5.0,20180117
2017,03,Baltimore County,1308,Riverview Elementary,English/Language Arts Grade 3,92,30,32.6,25,27.2,17,18.5,18,19.6,*,<= 5.0,20180117
2017,03,Baltimore County,1308,Riverview Elementary,English/Language Arts Grade 4,102,26,25.5,24,23.5,31,30.4,19,18.6,*,<= 5.0,20180117
2017,03,Baltimore County,1308,Riverview Elementary,English/Language Arts Grade 5,79,21,26.6,27,34.2,20,25.3,10,12.7,*,<= 5.0,20180117
2017,03,Baltimore County,1308,Riverview Elementary,Mathematics Grade 3,97,34,35.1,22,22.7,20,20.6,19,19.6,*,<= 5.0,20180117
2017,03,Baltimore County,1308,Riverview Elementary,Mathematics Grade 4,102,37,36.3,36,35.3,16,15.7,13,12.7,*,<= 5.0,20180117
2017,03,Baltimore County,1308,Riverview Elementary,Mathematics Grade 5,83,26,31.3,33,39.8,20,24.1,*,<= 5.0,*,<= 5.0,20180117
2017,03,Baltimore County,1310,Relay Elementary,English/Language Arts Grade 3,71,9,12.7,14,19.7,17,23.9,31,43.7,*,<= 5.0,20180117
2017,03,Baltimore County,1310,Relay Elementary,English/Language Arts Grade 4,71,5,7,15,21.1,20,28.2,20,28.2,11,15.5,20180117
2017,03,Baltimore County,1310,Relay Elementary,English/Language Arts Grade 5,91,7,7.7,15,16.5,28,30.8,39,42.9,*,<= 5.0,20180117
2017,03,Baltimore County,1310,Relay Elementary,Mathematics Grade 3,71,4,5.6,16,22.5,15,21.1,26,36.6,10,14.1,20180117
2017,03,Baltimore County,1310,Relay Elementary,Mathematics Grade 4,71,*,<= 5.0,13,18.3,31,43.7,22,31,*,<= 5.0,20180117
2017,03,Baltimore County,1310,Relay Elementary,Mathematics Grade 5,91,5,5.5,21,23.1,26,28.6,34,37.4,5,5.5,20180117
2017,03,Baltimore County,1311,Lansdowne Elementary,English/Language Arts Grade 3,76,30,39.5,15,19.7,19,25,12,15.8,*,<= 5.0,20180117
2017,03,Baltimore County,1311,Lansdowne Elementary,English/Language Arts Grade 4,78,7,9,29,37.2,24,30.8,16,20.5,*,<= 5.0,20180117
2017,03,Baltimore County,1311,Lansdowne Elementary,English/Language Arts Grade 5,64,9,14.1,12,18.8,17,26.6,25,39.1,*,<= 5.0,20180117
2017,03,Baltimore County,1311,Lansdowne Elementary,Mathematics Grade 3,79,19,24.1,25,31.6,21,26.6,12,15.2,*,<= 5.0,20180117
2017,03,Baltimore County,1311,Lansdowne Elementary,Mathematics Grade 4,79,12,15.2,28,35.4,24,30.4,15,19,*,<= 5.0,20180117
2017,03,Baltimore County,1311,Lansdowne Elementary,Mathematics Grade 5,64,7,10.9,25,39.1,26,40.6,6,9.4,*,<= 5.0,20180117
2017,03,Baltimore County,1313,Halethorpe Elementary,English/Language Arts Grade 3,69,13,18.8,16,23.2,26,37.7,14,20.3,*,<= 5.0,20180117
2017,03,Baltimore County,1313,Halethorpe Elementary,English/Language Arts Grade 4,64,9,14.1,11,17.2,17,26.6,24,37.5,*,<= 5.0,20180117
2017,03,Baltimore County,1313,Halethorpe Elementary,English/Language Arts Grade 5,92,22,23.9,27,29.3,19,20.7,24,26.1,*,<= 5.0,20180117
2017,03,Baltimore County,1313,Halethorpe Elementary,Mathematics Grade 3,72,13,18.1,20,27.8,20,27.8,15,20.8,4,5.6,20180117
2017,03,Baltimore County,1313,Halethorpe Elementary,Mathematics Grade 4,68,6,8.8,23,33.8,22,32.4,16,23.5,*,<= 5.0,20180117
2017,03,Baltimore County,1313,Halethorpe Elementary,Mathematics Grade 5,96,23,24,27,28.1,27,28.1,18,18.8,*,<= 5.0,20180117
2017,03,Baltimore County,1351,Lansdowne Middle,English/Language Arts Grade 6,211,53,25.1,86,40.8,48,22.7,24,11.4,*,<= 5.0,20180117
2017,03,Baltimore County,1351,Lansdowne Middle,English/Language Arts Grade 7,243,100,41.2,58,23.9,62,25.5,23,9.5,*,<= 5.0,20180117
2017,03,Baltimore County,1351,Lansdowne Middle,English/Language Arts Grade 8,224,86,38.4,74,33,44,19.6,19,8.5,*,<= 5.0,20180117
2017,03,Baltimore County,1351,Lansdowne Middle,Mathematics Grade 6,240,85,35.4,85,35.4,55,22.9,14,5.8,*,<= 5.0,20180117
2017,03,Baltimore County,1351,Lansdowne Middle,Mathematics Grade 7,239,71,29.7,99,41.4,63,26.4,*,<= 5.0,*,<= 5.0,20180117
2017,03,Baltimore County,1351,Lansdowne Middle,Mathematics Grade 8,204,124,60.8,42,20.6,24,11.8,14,6.9,*,<= 5.0,20180117
2017,03,Baltimore County,1351,Lansdowne Middle,Algebra 1,90,16,17.8,38,42.2,34,37.8,*,<= 5.0,*,<= 5.0,20180117
2017,03,Baltimore County,1356,Arbutus Middle,English/Language Arts Grade 6,303,20,6.6,33,10.9,104,34.3,130,42.9,16,5.3,20180117
2017,03,Baltimore County,1356,Arbutus Middle,English/Language Arts Grade 7,273,30,11,50,18.3,85,31.1,71,26,37,13.6,20180117
2017,03,Baltimore County,1356,Arbutus Middle,English/Language Arts Grade 8,270,40,14.8,51,18.9,83,30.7,83,30.7,*,<= 5.0,20180117
2017,03,Baltimore County,1356,Arbutus Middle,Mathematics Grade 6,303,28,9.2,98,32.3,117,38.6,54,17.8,*,<= 5.0,20180117
2017,03,Baltimore County,1356,Arbutus Middle,Mathematics Grade 7,192,17,8.9,75,39.1,85,44.3,15,7.8,*,<= 5.0,20180117
2017,03,Baltimore County,1356,Arbutus Middle,Mathematics Grade 8,155,38,24.5,38,24.5,25,16.1,45,29,9,5.8,20180117
2017,03,Baltimore County,1356,Arbutus Middle,Algebra 1,197,10,5.1,39,19.8,59,29.9,85,43.1,*,<= 5.0,20180117
2017,03,Baltimore County,1371,Lansdowne High & Academy of Finance,English/Language Arts Grade 10,346,136,39.3,62,17.9,75,21.7,64,18.5,*,<= 5.0,20180117
2017,03,Baltimore County,1371,Lansdowne High & Academy of Finance,Algebra 1,186,97,52.2,73,39.2,15,8.1,*,<= 5.0,*,<= 5.0,20180117
2017,03,Baltimore County,1403,McCormick Elementary,English/Language Arts Grade 3,53,24,45.3,13,24.5,4,7.5,11,20.8,*,<= 5.0,20180117
2017,03,Baltimore County,1403,McCormick Elementary,English/Language Arts Grade 4,60,6,10,16,26.7,20,33.3,11,18.3,7,11.7,20180117
2017,03,Baltimore County,1403,McCormick Elementary,English/Language Arts Grade 5,69,11,15.9,22,31.9,23,33.3,13,18.8,*,<= 5.0,20180117
2017,03,Baltimore County,1403,McCormick Elementary,Mathematics Grade 3,53,17,32.1,18,34,11,20.8,6,11.3,*,<= 5.0,20180117
2017,03,Baltimore County,1403,McCormick Elementary,Mathematics Grade 4,60,12,20,15,25,17,28.3,16,26.7,*,<= 5.0,20180117
2017,03,Baltimore County,1403,McCormick Elementary,Mathematics Grade 5,70,14,20,30,42.9,17,24.3,9,12.9,*,<= 5.0,20180117
2017,03,Baltimore County,1404,Fullerton Elementary,English/Language Arts Grade 3,103,15,14.6,23,22.3,30,29.1,33,32,*,<= 5.0,20180117
2017,03,Baltimore County,1404,Fullerton Elementary,English/Language Arts Grade 4,98,14,14.3,18,18.4,29,29.6,36,36.7,*,<= 5.0,20180117
2017,03,Baltimore County,1404,Fullerton Elementary,English/Language Arts Grade 5,108,12,11.1,22,20.4,36,33.3,34,31.5,*,<= 5.0,20180117
2017,03,Baltimore County,1404,Fullerton Elementary,Mathematics Grade 3,103,7,6.8,19,18.4,32,31.1,32,31.1,13,12.6,20180117
2017,03,Baltimore County,1404,Fullerton Elementary,Mathematics Grade 4,98,12,12.2,23,23.5,28,28.6,34,34.7,*,<= 5.0,20180117
2017,03,Baltimore County,1404,Fullerton Elementary,Mathematics Grade 5,110,12,10.9,33,30,34,30.9,22,20,9,8.2,20180117
2017,03,Baltimore County,1405,Elmwood Elementary,English/Language Arts Grade 3,87,23,26.4,23,26.4,26,29.9,13,14.9,*,<= 5.0,20180117
2017,03,Baltimore County,1405,Elmwood Elementary,English/Language Arts Grade 4,85,15,17.6,32,37.6,23,27.1,13,15.3,*,<= 5.0,20180117
2017,03,Baltimore County,1405,Elmwood Elementary,English/Language Arts Grade 5,88,18,20.5,31,35.2,22,25,16,18.2,*,<= 5.0,20180117
2017,03,Baltimore County,1405,Elmwood Elementary,Mathematics Grade 3,89,17,19.1,22,24.7,26,29.2,22,24.7,*,<= 5.0,20180117
2017,03,Baltimore County,1405,Elmwood Elementary,Mathematics Grade 4,85,20,23.5,26,30.6,19,22.4,19,22.4,*,<= 5.0,20180117
2017,03,Baltimore County,1405,Elmwood Elementary,Mathematics Grade 5,91,29,31.9,36,39.6,18,19.8,6,6.6,*,<= 5.0,20180117
2017,03,Baltimore County,1406,Red House Run Elementary,English/Language Arts Grade 3,88,19,21.6,19,21.6,21,23.9,28,31.8,*,<= 5.0,20180117
2017,03,Baltimore County,1406,Red House Run Elementary,English/Language Arts Grade 4,87,8,9.2,19,21.8,29,33.3,24,27.6,7,8,20180117
2017,03,Baltimore County,1406,Red House Run Elementary,English/Language Arts Grade 5,96,17,17.7,19,19.8,22,22.9,32,33.3,6,6.3,20180117
2017,03,Baltimore County,1406,Red House Run Elementary,Mathematics Grade 3,92,14,15.2,16,17.4,30,32.6,25,27.2,7,7.6,20180117
2017,03,Baltimore County,1406,Red House Run Elementary,Mathematics Grade 4,88,10,11.4,25,28.4,31,35.2,20,22.7,*,<= 5.0,20180117
2017,03,Baltimore County,1406,Red House Run Elementary,Mathematics Grade 5,98,23,23.5,21,21.4,29,29.6,20,20.4,5,5.1,20180117
2017,03,Baltimore County,1409,Shady Spring Elementary,English/Language Arts Grade 3,100,29,29,18,18,31,31,21,21,*,<= 5.0,20180117
2017,03,Baltimore County,1409,Shady Spring Elementary,English/Language Arts Grade 4,104,18,17.3,36,34.6,29,27.9,21,20.2,*,<= 5.0,20180117
2017,03,Baltimore County,1409,Shady Spring Elementary,English/Language Arts Grade 5,89,19,21.3,22,24.7,21,23.6,27,30.3,*,<= 5.0,20180117
2017,03,Baltimore County,1409,Shady Spring Elementary,Mathematics Grade 3,102,11,10.8,16,15.7,32,31.4,33,32.4,10,9.8,20180117
2017,03,Baltimore County,1409,Shady Spring Elementary,Mathematics Grade 4,107,21,19.6,34,31.8,29,27.1,22,20.6,*,<= 5.0,20180117
2017,03,Baltimore County,1409,Shady Spring Elementary,Mathematics Grade 5,91,17,18.7,25,27.5,35,38.5,14,15.4,*,<= 5.0,20180117
2017,03,Baltimore County,1451,Golden Ring Middle,English/Language Arts Grade 6,216,40,18.5,71,32.9,69,31.9,35,16.2,*,<= 5.0,20180117
2017,03,Baltimore County,1451,Golden Ring Middle,English/Language Arts Grade 7,213,49,23,64,30,66,31,32,15,*,<= 5.0,20180117
2017,03,Baltimore County,1451,Golden Ring Middle,English/Language Arts Grade 8,228,66,28.9,75,32.9,61,26.8,23,10.1,*,<= 5.0,20180117
2017,03,Baltimore County,1451,Golden Ring Middle,Mathematics Grade 6,216,65,30.1,80,37,55,25.5,16,7.4,*,<= 5.0,20180117
2017,03,Baltimore County,1451,Golden Ring Middle,Mathematics Grade 7,184,44,23.9,79,42.9,58,31.5,*,<= 5.0,*,<= 5.0,20180117
2017,03,Baltimore County,1451,Golden Ring Middle,Mathematics Grade 8,191,111,58.1,40,20.9,29,15.2,11,5.8,*,<= 5.0,20180117
2017,03,Baltimore County,1451,Golden Ring Middle,Algebra 1,63,6,9.5,17,27,30,47.6,10,15.9,*,<= 5.0,20180117
2017,03,Baltimore County,1452,Parkville Middle & Center of Technology,English/Language Arts Grade 6,387,25,6.5,42,10.9,104,26.9,185,47.8,31,8,20180117
2017,03,Baltimore County,1452,Parkville Middle & Center of Technology,English/Language Arts Grade 7,348,35,10.1,48,13.8,76,21.8,140,40.2,49,14.1,20180117
2017,03,Baltimore County,1452,Parkville Middle & Center of Technology,English/Language Arts Grade 8,359,34,9.5,55,15.3,99,27.6,142,39.6,29,8.1,20180117
2017,03,Baltimore County,1452,Parkville Middle & Center of Technology,Mathematics Grade 6,385,37,9.6,78,20.3,131,34,125,32.5,*,<= 5.0,20180117
2017,03,Baltimore County,1452,Parkville Middle & Center of Technology,Mathematics Grade 7,210,30,14.3,70,33.3,88,41.9,20,9.5,*,<= 5.0,20180117
2017,03,Baltimore County,1452,Parkville Middle & Center of Technology,Mathematics Grade 8,195,45,23.1,34,17.4,31,15.9,72,36.9,13,6.7,20180117
2017,03,Baltimore County,1452,Parkville Middle & Center of Technology,Algebra 1,306,17,5.6,64,20.9,120,39.2,105,34.3,*,<= 5.0,20180117
2017,03,Baltimore County,1473,Overlea High & Academy of Finance,English/Language Arts Grade 10,245,112,45.7,53,21.6,48,19.6,31,12.7,*,<= 5.0,20180117
2017,03,Baltimore County,1473,Overlea High & Academy of Finance,Algebra 1,147,43,29.3,66,44.9,32,21.8,*,<= 5.0,*,<= 5.0,20180117
2017,03,Baltimore County,1502,Edgemere Elementary,English/Language Arts Grade 3,76,12,15.8,15,19.7,24,31.6,24,31.6,*,<= 5.0,20180117
2017,03,Baltimore County,1502,Edgemere Elementary,English/Language Arts Grade 4,91,9,9.9,16,17.6,26,28.6,37,40.7,*,<= 5.0,20180117
2017,03,Baltimore County,1502,Edgemere Elementary,English/Language Arts Grade 5,73,4,5.5,16,21.9,27,37,26,35.6,*,<= 5.0,20180117
2017,03,Baltimore County,1502,Edgemere Elementary,Mathematics Grade 3,76,*,<= 5.0,21,27.6,27,35.5,22,28.9,4,5.3,20180117
2017,03,Baltimore County,1502,Edgemere Elementary,Mathematics Grade 4,91,12,13.2,20,22,26,28.6,32,35.2,*,<= 5.0,20180117
2017,03,Baltimore County,1502,Edgemere Elementary,Mathematics Grade 5,73,5,6.8,20,27.4,29,39.7,16,21.9,*,<= 5.0,20180117
2017,03,Baltimore County,1503,Colgate Elementary,English/Language Arts Grade 3,81,27,33.3,33,40.7,9,11.1,12,14.8,*,<= 5.0,20180117
2017,03,Baltimore County,1503,Colgate Elementary,English/Language Arts Grade 4,61,13,21.3,18,29.5,22,36.1,8,13.1,*,<= 5.0,20180117
2017,03,Baltimore County,1503,Colgate Elementary,English/Language Arts Grade 5,70,21,30,22,31.4,15,21.4,11,15.7,*,<= 5.0,20180117
2017,03,Baltimore County,1503,Colgate Elementary,Mathematics Grade 3,86,17,19.8,30,34.9,24,27.9,11,12.8,*,<= 5.0,20180117
2017,03,Baltimore County,1503,Colgate Elementary,Mathematics Grade 4,65,17,26.2,19,29.2,16,24.6,13,20,*,<= 5.0,20180117
2017,03,Baltimore County,1503,Colgate Elementary,Mathematics Grade 5,71,18,25.4,27,38,19,26.8,6,8.5,*,<= 5.0,20180117
2017,03,Baltimore County,1505,Victory Villa Elementary,English/Language Arts Grade 3,76,10,13.2,16,21.1,28,36.8,20,26.3,*,<= 5.0,20180117
2017,03,Baltimore County,1505,Victory Villa Elementary,English/Language Arts Grade 4,83,5,6,19,22.9,30,36.1,27,32.5,*,<= 5.0,20180117
2017,03,Baltimore County,1505,Victory Villa Elementary,English/Language Arts Grade 5,64,9,14.1,16,25,21,32.8,18,28.1,*,<= 5.0,20180117
2017,03,Baltimore County,1505,Victory Villa Elementary,Mathematics Grade 3,76,9,11.8,20,26.3,24,31.6,19,25,4,5.3,20180117
2017,03,Baltimore County,1505,Victory Villa Elementary,Mathematics Grade 4,83,7,8.4,15,18.1,26,31.3,33,39.8,*,<= 5.0,20180117
2017,03,Baltimore County,1505,Victory Villa Elementary,Mathematics Grade 5,64,5,7.8,16,25,22,34.4,16,25,5,7.8,20180117
2017,03,Baltimore County,1506,Martin Boulevard Elementary,English/Language Arts Grade 3,41,5,12.2,15,36.6,13,31.7,8,19.5,*,<= 5.0,20180117
2017,03,Baltimore County,1506,Martin Boulevard Elementary,English/Language Arts Grade 4,48,8,16.7,18,37.5,10,20.8,11,22.9,*,<= 5.0,20180117
2017,03,Baltimore County,1506,Martin Boulevard Elementary,English/Language Arts Grade 5,39,11,28.2,5,12.8,12,30.8,11,28.2,*,<= 5.0,20180117
2017,03,Baltimore County,1506,Martin Boulevard Elementary,Mathematics Grade 3,42,5,11.9,10,23.8,18,42.9,9,21.4,*,<= 5.0,20180117
2017,03,Baltimore County,1506,Martin Boulevard Elementary,Mathematics Grade 4,50,9,18,18,36,14,28,7,14,*,<= 5.0,20180117
2017,03,Baltimore County,1506,Martin Boulevard Elementary,Mathematics Grade 5,40,7,17.5,12,30,12,30,8,20,*,<= 5.0,20180117
2017,03,Baltimore County,1507,Chase Elementary,English/Language Arts Grade 3,43,7,16.3,12,27.9,12,27.9,12,27.9,*,<= 5.0,20180117
2017,03,Baltimore County,1507,Chase Elementary,English/Language Arts Grade 4,51,6,11.8,5,9.8,18,35.3,22,43.1,*,<= 5.0,20180117
2017,03,Baltimore County,1507,Chase Elementary,English/Language Arts Grade 5,35,5,14.3,4,11.4,8,22.9,17,48.6,*,<= 5.0,20180117
2017,03,Baltimore County,1507,Chase Elementary,Mathematics Grade 3,43,3,7,10,23.3,16,37.2,12,27.9,*,<= 5.0,20180117
2017,03,Baltimore County,1507,Chase Elementary,Mathematics Grade 4,51,3,5.9,13,25.5,14,27.5,21,41.2,*,<= 5.0,20180117
2017,03,Baltimore County,1507,Chase Elementary,Mathematics Grade 5,34,2,5.9,2,5.9,13,38.2,15,44.1,2,5.9,20180117
2017,03,Baltimore County,1508,Essex Elementary,English/Language Arts Grade 3,71,27,38,13,18.3,19,26.8,11,15.5,*,<= 5.0,20180117
2017,03,Baltimore County,1508,Essex Elementary,English/Language Arts Grade 4,79,9,11.4,20,25.3,29,36.7,21,26.6,*,<= 5.0,20180117
2017,03,Baltimore County,1508,Essex Elementary,English/Language Arts Grade 5,71,8,11.3,20,28.2,22,31,21,29.6,*,<= 5.0,20180117
2017,03,Baltimore County,1508,Essex Elementary,Mathematics Grade 3,73,22,30.1,14,19.2,19,26,16,21.9,*,<= 5.0,20180117
2017,03,Baltimore County,1508,Essex Elementary,Mathematics Grade 4,83,11,13.3,28,33.7,17,20.5,26,31.3,*,<= 5.0,20180117
2017,03,Baltimore County,1508,Essex Elementary,Mathematics Grade 5,72,11,15.3,28,38.9,20,27.8,12,16.7,*,<= 5.0,20180117
2017,03,Baltimore County,1511,Chesapeake Terrace Elementary,English/Language Arts Grade 3,49,10,20.4,11,22.4,15,30.6,11,22.4,*,<= 5.0,20180117
2017,03,Baltimore County,1511,Chesapeake Terrace Elementary,English/Language Arts Grade 4,63,*,<= 5.0,11,17.5,30,47.6,19,30.2,*,<= 5.0,20180117
2017,03,Baltimore County,1511,Chesapeake Terrace Elementary,English/Language Arts Grade 5,46,3,6.5,16,34.8,11,23.9,15,32.6,*,<= 5.0,20180117
2017,03,Baltimore County,1511,Chesapeake Terrace Elementary,Mathematics Grade 3,49,3,6.1,5,10.2,19,38.8,14,28.6,8,16.3,20180117
2017,03,Baltimore County,1511,Chesapeake Terrace Elementary,Mathematics Grade 4,63,*,<= 5.0,15,23.8,22,34.9,26,41.3,*,<= 5.0,20180117
2017,03,Baltimore County,1511,Chesapeake Terrace Elementary,Mathematics Grade 5,46,3,6.5,17,37,13,28.3,12,26.1,*,<= 5.0,20180117
2017,03,Baltimore County,1512,Mars Estates Elementary,English/Language Arts Grade 3,53,18,34,11,20.8,12,22.6,12,22.6,*,<= 5.0,20180117
2017,03,Baltimore County,1512,Mars Estates Elementary,English/Language Arts Grade 4,49,7,14.3,18,36.7,10,20.4,13,26.5,*,<= 5.0,20180117
2017,03,Baltimore County,1512,Mars Estates Elementary,English/Language Arts Grade 5,63,14,22.2,16,25.4,22,34.9,11,17.5,*,<= 5.0,20180117
2017,03,Baltimore County,1512,Mars Estates Elementary,Mathematics Grade 3,54,17,31.5,13,24.1,15,27.8,9,16.7,*,<= 5.0,20180117
2017,03,Baltimore County,1512,Mars Estates Elementary,Mathematics Grade 4,49,6,12.2,17,34.7,14,28.6,12,24.5,*,<= 5.0,20180117
2017,03,Baltimore County,1512,Mars Estates Elementary,Mathematics Grade 5,63,9,14.3,23,36.5,20,31.7,11,17.5,*,<= 5.0,20180117
2017,03,Baltimore County,1513,Sussex Elementary,English/Language Arts Grade 3,80,17,21.3,22,27.5,22,27.5,19,23.8,*,<= 5.0,20180117
2017,03,Baltimore County,1513,Sussex Elementary,English/Language Arts Grade 4,63,11,17.5,11,17.5,26,41.3,15,23.8,*,<= 5.0,20180117
2017,03,Baltimore County,1513,Sussex Elementary,English/Language Arts Grade 5,65,8,12.3,17,26.2,22,33.8,18,27.7,*,<= 5.0,20180117
2017,03,Baltimore County,1513,Sussex Elementary,Mathematics Grade 3,83,*,<= 5.0,18,21.7,29,34.9,27,32.5,6,7.2,20180117
2017,03,Baltimore County,1513,Sussex Elementary,Mathematics Grade 4,63,9,14.3,22,34.9,18,28.6,14,22.2,*,<= 5.0,20180117
2017,03,Baltimore County,1513,Sussex Elementary,Mathematics Grade 5,66,6,9.1,23,34.8,25,37.9,12,18.2,*,<= 5.0,20180117
2017,03,Baltimore County,1514,Middlesex Elementary,English/Language Arts Grade 3,87,30,34.5,24,27.6,16,18.4,16,18.4,*,<= 5.0,20180117
2017,03,Baltimore County,1514,Middlesex Elementary,English/Language Arts Grade 4,83,12,14.5,32,38.6,22,26.5,16,19.3,*,<= 5.0,20180117
2017,03,Baltimore County,1514,Middlesex Elementary,English/Language Arts Grade 5,73,6,8.2,27,37,16,21.9,22,30.1,*,<= 5.0,20180117
2017,03,Baltimore County,1514,Middlesex Elementary,Mathematics Grade 3,87,26,29.9,25,28.7,22,25.3,11,12.6,*,<= 5.0,20180117
2017,03,Baltimore County,1514,Middlesex Elementary,Mathematics Grade 4,83,15,18.1,26,31.3,23,27.7,19,22.9,*,<= 5.0,20180117
2017,03,Baltimore County,1514,Middlesex Elementary,Mathematics Grade 5,73,8,11,26,35.6,22,30.1,14,19.2,*,<= 5.0,20180117
2017,03,Baltimore County,1515,Hawthorne Elementary,English/Language Arts Grade 3,66,22,33.3,18,27.3,18,27.3,8,12.1,*,<= 5.0,20180117
2017,03,Baltimore County,1515,Hawthorne Elementary,English/Language Arts Grade 4,77,16,20.8,22,28.6,20,26,18,23.4,*,<= 5.0,20180117
2017,03,Baltimore County,1515,Hawthorne Elementary,English/Language Arts Grade 5,74,17,23,32,43.2,15,20.3,10,13.5,*,<= 5.0,20180117
2017,03,Baltimore County,1515,Hawthorne Elementary,Mathematics Grade 3,66,9,13.6,23,34.8,17,25.8,16,24.2,*,<= 5.0,20180117
2017,03,Baltimore County,1515,Hawthorne Elementary,Mathematics Grade 4,78,19,24.4,27,34.6,18,23.1,13,16.7,*,<= 5.0,20180117
2017,03,Baltimore County,1515,Hawthorne Elementary,Mathematics Grade 5,74,21,28.4,28,37.8,22,29.7,*,<= 5.0,*,<= 5.0,20180117
2017,03,Baltimore County,1517,Battle Grove Elementary,English/Language Arts Grade 3,36,13,36.1,14,38.9,5,13.9,3,8.3,*,<= 5.0,20180117
2017,03,Baltimore County,1517,Battle Grove Elementary,English/Language Arts Grade 4,46,14,30.4,12,26.1,9,19.6,9,19.6,*,<= 5.0,20180117
2017,03,Baltimore County,1517,Battle Grove Elementary,English/Language Arts Grade 5,44,8,18.2,9,20.5,17,38.6,10,22.7,*,<= 5.0,20180117
2017,03,Baltimore County,1517,Battle Grove Elementary,Mathematics Grade 3,36,4,11.1,13,36.1,13,36.1,4,11.1,2,5.6,20180117
2017,03,Baltimore County,1517,Battle Grove Elementary,Mathematics Grade 4,47,13,27.7,15,31.9,16,34,3,6.4,*,<= 5.0,20180117
2017,03,Baltimore County,1517,Battle Grove Elementary,Mathematics Grade 5,44,4,9.1,17,38.6,12,27.3,11,25,*,<= 5.0,20180117
2017,03,Baltimore County,1518,Glenmar Elementary,English/Language Arts Grade 3,84,33,39.3,19,22.6,13,15.5,18,21.4,*,<= 5.0,20180117
2017,03,Baltimore County,1518,Glenmar Elementary,English/Language Arts Grade 4,72,17,23.6,18,25,22,30.6,14,19.4,*,<= 5.0,20180117
2017,03,Baltimore County,1518,Glenmar Elementary,English/Language Arts Grade 5,80,5,6.3,13,16.3,28,35,33,41.3,*,<= 5.0,20180117
2017,03,Baltimore County,1518,Glenmar Elementary,Mathematics Grade 3,84,21,25,17,20.2,28,33.3,14,16.7,*,<= 5.0,20180117
2017,03,Baltimore County,1518,Glenmar Elementary,Mathematics Grade 4,74,24,32.4,29,39.2,14,18.9,7,9.5,*,<= 5.0,20180117
2017,03,Baltimore County,1518,Glenmar Elementary,Mathematics Grade 5,81,7,8.6,18,22.2,33,40.7,22,27.2,*,<= 5.0,20180117
2017,03,Baltimore County,1519,Orems Elementary,English/Language Arts Grade 3,54,6,11.1,7,13,21,38.9,20,37,*,<= 5.0,20180117
2017,03,Baltimore County,1519,Orems Elementary,English/Language Arts Grade 4,48,4,8.3,11,22.9,16,33.3,14,29.2,3,6.3,20180117
2017,03,Baltimore County,1519,Orems Elementary,English/Language Arts Grade 5,44,3,6.8,10,22.7,16,36.4,15,34.1,*,<= 5.0,20180117
2017,03,Baltimore County,1519,Orems Elementary,Mathematics Grade 3,54,*,<= 5.0,6,11.1,17,31.5,22,40.7,8,14.8,20180117
2017,03,Baltimore County,1519,Orems Elementary,Mathematics Grade 4,48,4,8.3,15,31.3,16,33.3,13,27.1,*,<= 5.0,20180117
2017,03,Baltimore County,1519,Orems Elementary,Mathematics Grade 5,44,*,<= 5.0,10,22.7,13,29.5,20,45.5,*,<= 5.0,20180117
2017,03,Baltimore County,1520,Middleborough Elementary,English/Language Arts Grade 3,63,13,20.6,12,19,16,25.4,21,33.3,*,<= 5.0,20180117
2017,03,Baltimore County,1520,Middleborough Elementary,English/Language Arts Grade 4,69,9,13,17,24.6,22,31.9,19,27.5,*,<= 5.0,20180117
2017,03,Baltimore County,1520,Middleborough Elementary,English/Language Arts Grade 5,45,7,15.6,7,15.6,16,35.6,15,33.3,*,<= 5.0,20180117
2017,03,Baltimore County,1520,Middleborough Elementary,Mathematics Grade 3,63,10,15.9,17,27,14,22.2,16,25.4,6,9.5,20180117
2017,03,Baltimore County,1520,Middleborough Elementary,Mathematics Grade 4,70,7,10,13,18.6,24,34.3,26,37.1,*,<= 5.0,20180117
2017,03,Baltimore County,1520,Middleborough Elementary,Mathematics Grade 5,45,*,<= 5.0,10,22.2,21,46.7,13,28.9,*,<= 5.0,20180117
2017,03,Baltimore County,1525,Deep Creek Elementary,English/Language Arts Grade 3,70,30,42.9,23,32.9,13,18.6,4,5.7,*,<= 5.0,20180117
2017,03,Baltimore County,1525,Deep Creek Elementary,English/Language Arts Grade 4,74,34,45.9,21,28.4,11,14.9,8,10.8,*,<= 5.0,20180117
2017,03,Baltimore County,1525,Deep Creek Elementary,English/Language Arts Grade 5,62,24,38.7,17,27.4,14,22.6,7,11.3,*,<= 5.0,20180117
2017,03,Baltimore County,1525,Deep Creek Elementary,Mathematics Grade 3,72,29,40.3,24,33.3,15,20.8,4,5.6,*,<= 5.0,20180117
2017,03,Baltimore County,1525,Deep Creek Elementary,Mathematics Grade 4,75,32,42.7,26,34.7,15,20,*,<= 5.0,*,<= 5.0,20180117
2017,03,Baltimore County,1525,Deep Creek Elementary,Mathematics Grade 5,61,18,29.5,26,42.6,12,19.7,5,8.2,*,<= 5.0,20180117
