pay_low_end,pay_high_end,job_id
85000,130000,0
76848,130642,0
80000,100000,0
90000,100000,0
50000,75000,0
65000,75000,0
130000,160000,0
112000,179000,0
98600,133400,0
98000,133000,0
75157,127767,0
130000,160000,0
140690,239140,0
100000,114000,0
78800,95000,0
100000,105000,0
101000,130000,0
120000,150000,0
146000,234000,0
66100,109000,0
79400,123900,0
71000,95100,0
74400,100000,0
77700,104200,0
