pay_low_end,pay_high_end,job_id
68000,78000,0
73100,166000,0
72000,155000,0
72000,155000,0
130000,140000,0
75570,128480,0
113100,174460,0
113100,174460,0
130000,150000,0
52100,119000,0
39000,59007,0
119000,137000,0
114000,135000,0
45400,93000,0
57500,117900,0
52100,119000,0
45400,93000,0
94400,198300,0
104700,190400,0
88984,100000,0
